"Donor","Donor_Group_Type","Donor_DAC_Country","Donor_EU_Country","as_of_date","Constant_price_date","Time_Period","Africa_Fragile_ODA_Constant Prices","Africa_Fragile_ODA_Current Prices","Africa_Fragile_ODA_National currency","Africa_ODA_Bilateral_Constant Prices","Africa_ODA_Bilateral_Current Prices","Africa_ODA_Bilateral_National currency","Africa_ODA_Constant Prices","Africa_ODA_Current Prices","Africa_ODA_National currency","Bilat_ODA_Ex_Debt_Relief_Constant Prices","Bilat_ODA_Ex_Debt_Relief_Current Prices","Bilat_ODA_Ex_Debt_Relief_National currency","Fragile_State_ODA_Bilateral_Constant Prices","Fragile_State_ODA_Bilateral_Current Prices","Fragile_State_ODA_Bilateral_National currency","Fragile_State_ODA_Constant Prices","Fragile_State_ODA_Current Prices","Fragile_State_ODA_National currency","GNI_Constant Prices","GNI_Current Prices","GNI_National currency","IA_Bilateral_ODA_Constant Prices","IA_Bilateral_ODA_Current Prices","IA_Bilateral_ODA_National currency","IA6_Debt_Relief_Constant Prices","IA6_Debt_Relief_Current Prices","IA6_Debt_Relief_National currency","IA82_In_Donor_Refugee_Cost_Constant Prices","IA82_In_Donor_Refugee_Cost_Current Prices","IA82_In_Donor_Refugee_Cost_National currency","IB_Multilateral_ODA_Constant Prices","IB_Multilateral_ODA_Current Prices","IB_Multilateral_ODA_National currency","LDC_ODA_Bilateral_Constant Prices","LDC_ODA_Bilateral_Current Prices","LDC_ODA_Bilateral_National currency","LDC_ODA_Constant Prices","LDC_ODA_Current Prices","LDC_ODA_Imputed_Multilateral_Constant Prices","LDC_ODA_Imputed_Multilateral_Current Prices","LDC_ODA_Imputed_Multilateral_National currency","LDC_ODA_National currency","Population_Constant Prices","Population_Current Prices","Population_National currency","SSA_ODA_Bilateral_Constant Prices","SSA_ODA_Bilateral_Current Prices","SSA_ODA_Bilateral_National currency","SSA_ODA_Constant Prices","SSA_ODA_Current Prices","SSA_ODA_National currency","Total_ODA_ONE_Constant Prices","Total_ODA_ONE_Current Prices","Total_ODA_ONE_National currency"
"Kuwait (KFAED)","Donor","Non-DAC","Non-EU","2017-05-16",2015,2008,197.92,NA,NA,257.76,NA,NA,257.8,NA,NA,257.736547,NA,NA,182.08,NA,NA,182.13,NA,NA,0,NA,NA,257.736547,NA,NA,0,NA,NA,0,NA,NA,0.904211,NA,NA,156.52,NA,NA,156.57,NA,0.05,NA,NA,NA,0,NA,NA,160.42,NA,NA,160.46,NA,NA,258.640758,NA,NA
"Kuwait (KFAED)","Donor","Non-DAC","Non-EU","2017-05-16",2015,2009,111.16,NA,NA,146.18,NA,NA,146.18,NA,NA,208.570203,NA,NA,100.8,NA,NA,100.8,NA,NA,0,NA,NA,208.570203,NA,NA,0,NA,NA,0,NA,NA,0.833372,NA,NA,66.75,NA,NA,66.75,NA,0,NA,NA,NA,0,NA,NA,68.94,NA,NA,68.94,NA,NA,209.403575,NA,NA
"Kuwait (KFAED)","Donor","Non-DAC","Non-EU","2017-05-16",2015,2010,86.38,NA,NA,122.91,NA,NA,122.91,NA,NA,197.708513,NA,NA,62.49,NA,NA,62.49,NA,NA,0,NA,NA,197.708513,NA,NA,0,NA,NA,0,NA,NA,20.382999,NA,NA,65.75,NA,NA,65.75,NA,0,NA,NA,NA,0,NA,NA,53.44,NA,NA,53.44,NA,NA,218.091512,NA,NA
"Kuwait (KFAED)","Donor","Non-DAC","Non-EU","2017-05-16",2015,2011,119.23,NA,NA,150.91,NA,NA,150.91,NA,NA,127.918507,NA,NA,96.65,NA,NA,96.65,NA,NA,0,NA,NA,127.918507,NA,NA,0,NA,NA,0,NA,NA,27.218777,NA,NA,41.79,NA,NA,41.79,NA,0,NA,NA,NA,0,NA,NA,47.95,NA,NA,47.95,NA,NA,155.137284,NA,NA
"Kuwait (KFAED)","Donor","Non-DAC","Non-EU","2017-05-16",2015,2012,122.43,NA,NA,107.68,NA,NA,107.68,NA,NA,135.177981,NA,NA,161.76,NA,NA,161.76,NA,NA,0,NA,NA,135.177981,NA,NA,0,NA,NA,0,NA,NA,27.975996,NA,NA,31.3,NA,NA,31.3,NA,0,NA,NA,NA,0,NA,NA,39.14,NA,NA,39.14,NA,NA,163.153977,NA,NA
"Kuwait (KFAED)","Donor","Non-DAC","Non-EU","2017-05-16",2015,2013,58.7,NA,NA,149.07,NA,NA,149.07,NA,NA,167.577876,NA,NA,69.11,NA,NA,69.11,NA,NA,0,NA,NA,167.577876,NA,NA,0,NA,NA,0,NA,NA,41.173903,NA,NA,54.88,NA,NA,54.88,NA,0,NA,NA,NA,0,NA,NA,59.65,NA,NA,59.65,NA,NA,208.751779,NA,NA
"Kuwait (KFAED)","Donor","Non-DAC","Non-EU","2017-05-16",2015,2014,51.73,NA,NA,102.78,NA,NA,122.26,NA,NA,206.22307,NA,NA,46.34,NA,NA,61.74,NA,NA,0,NA,NA,206.22307,NA,NA,0,NA,NA,0,NA,NA,43.17072,NA,NA,41.36,NA,NA,53.93,NA,12.57,NA,NA,NA,0,NA,NA,44.52,NA,NA,61.85,NA,NA,249.39379,NA,NA
"Kuwait (KFAED)","Donor","Non-DAC","Non-EU","2017-05-16",2015,2015,95.4,NA,NA,192.75,NA,NA,192.75,NA,NA,304.27,NA,NA,126.24,NA,NA,126.24,NA,NA,0,NA,NA,304.27,NA,NA,0,NA,NA,0,NA,NA,0.19,NA,NA,100.64,NA,NA,100.64,NA,0,NA,NA,NA,0,NA,NA,102.02,NA,NA,102.02,NA,NA,304.46,NA,NA
"Kuwait (KFAED)","Donor","Non-DAC","Non-EU","2017-05-16",NA,2007,NA,129.55,NA,NA,179.2,NA,NA,179.2,NA,NA,109.05,30.981105,NA,108.42,NA,NA,108.42,NA,NA,0,0,NA,109.05,30.981105,NA,0,0,NA,0,0,NA,1.02,0.289782,NA,93.61,NA,NA,93.61,NA,0,NA,NA,NA,0,0,NA,94.2,NA,NA,94.2,NA,NA,110.07,31.270887
"Kuwait (KFAED)","Donor","Non-DAC","Non-EU","2017-05-16",NA,2008,NA,216.71,NA,NA,282.23,NA,NA,282.27,NA,NA,282.19,75.852672,NA,199.37,NA,NA,199.42,NA,NA,0,0,NA,282.19,75.852672,NA,0,0,NA,0,0,NA,0.99,0.266112,NA,171.37,NA,NA,171.42,NA,0.05,NA,NA,NA,0,0,NA,175.65,NA,NA,175.69,NA,NA,283.18,76.118784
"Kuwait (KFAED)","Donor","Non-DAC","Non-EU","2017-05-16",NA,2009,NA,117.38,NA,NA,154.37,NA,NA,154.37,NA,NA,220.24,63.296976,NA,106.44,NA,NA,106.44,NA,NA,0,0,NA,220.24,63.296976,NA,0,0,NA,0,0,NA,0.88,0.252912,NA,70.49,NA,NA,70.49,NA,0,NA,NA,NA,0,0,NA,72.8,NA,NA,72.8,NA,NA,221.12,63.549888
"Kuwait (KFAED)","Donor","Non-DAC","Non-EU","2017-05-16",NA,2010,NA,92.03,NA,NA,130.92,NA,NA,130.92,NA,NA,210.58,60.33117,NA,66.58,NA,NA,66.58,NA,NA,0,0,NA,210.58,60.33117,NA,0,0,NA,0,0,NA,21.71,6.219915,NA,70.03,NA,NA,70.03,NA,0,NA,NA,NA,0,0,NA,56.92,NA,NA,56.92,NA,NA,232.29,66.551085
"Kuwait (KFAED)","Donor","Non-DAC","Non-EU","2017-05-16",NA,2011,NA,134.63,NA,NA,170.38,NA,NA,170.38,NA,NA,144.42,39.85992,NA,109.14,NA,NA,109.14,NA,NA,0,0,NA,144.42,39.85992,NA,0,0,NA,0,0,NA,30.73,8.48148,NA,47.18,NA,NA,47.18,NA,0,NA,NA,NA,0,0,NA,54.13,NA,NA,54.13,NA,NA,175.15,48.3414
"Kuwait (KFAED)","Donor","Non-DAC","Non-EU","2017-05-16",NA,2012,NA,134.85,NA,NA,118.63,NA,NA,118.63,NA,NA,148.92,41.6976,NA,178.16,NA,NA,178.16,NA,NA,0,0,NA,148.92,41.6976,NA,0,0,NA,0,0,NA,30.82,8.6296,NA,34.48,NA,NA,34.48,NA,0,NA,NA,NA,0,0,NA,43.12,NA,NA,43.12,NA,NA,179.74,50.3272
"Kuwait (KFAED)","Donor","Non-DAC","Non-EU","2017-05-16",NA,2013,NA,64.97,NA,NA,164.99,NA,NA,164.99,NA,NA,185.47,52.67348,NA,76.49,NA,NA,76.49,NA,NA,0,0,NA,185.47,52.67348,NA,0,0,NA,0,0,NA,45.57,12.94188,NA,60.74,NA,NA,60.74,NA,0,NA,NA,NA,0,0,NA,66.02,NA,NA,66.02,NA,NA,231.04,65.61536
"Kuwait (KFAED)","Donor","Non-DAC","Non-EU","2017-05-16",NA,2014,NA,57.45,NA,NA,114.09,NA,NA,135.7,NA,NA,228.91,65.23935,NA,51.44,NA,NA,68.54,NA,NA,0,0,NA,228.91,65.23935,NA,0,0,NA,0,0,NA,47.92,13.6572,NA,45.91,NA,NA,59.85,NA,13.94,NA,NA,NA,0,0,NA,49.41,NA,NA,68.64,NA,NA,276.83,78.89655
"Kuwait (KFAED)","Donor","Non-DAC","Non-EU","2017-05-16",NA,2015,NA,95.4,NA,NA,192.75,NA,NA,192.75,NA,NA,304.27,91.524416,NA,126.24,NA,NA,126.24,NA,NA,0,0,NA,304.27,91.524416,NA,0,0,NA,0,0,NA,0.19,0.057152,NA,100.64,NA,NA,100.64,NA,0,NA,NA,NA,0,0,NA,102.02,NA,NA,102.02,NA,NA,304.46,91.581568
"Latvia","Donor","Non-DAC","EU","2017-05-16",2015,2007,4.19,NA,NA,0,NA,NA,6.05,NA,NA,1.337239,NA,NA,0.1,NA,NA,6.06,NA,NA,24129.830192,NA,NA,1.337239,NA,NA,0,NA,NA,0,NA,NA,13.125089,NA,NA,0.1,NA,NA,4.55,NA,4.45,NA,NA,NA,0,NA,NA,0,NA,NA,4.87,NA,NA,14.462328,NA,NA
"Latvia","Donor","Non-DAC","EU","2017-05-16",2015,2008,0,NA,NA,0,NA,NA,0,NA,NA,3.276317,NA,NA,0.53,NA,NA,0.53,NA,NA,25543.860073,NA,NA,3.276317,NA,NA,0,NA,NA,0,NA,NA,13.544678,NA,NA,0.48,NA,NA,0.48,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,16.820995,NA,NA
"Latvia","Donor","Non-DAC","EU","2017-05-16",2015,2009,0,NA,NA,0,NA,NA,0,NA,NA,1.779603,NA,NA,0.16,NA,NA,0.16,NA,NA,25059.394482,NA,NA,1.779603,NA,NA,0,NA,NA,0,NA,NA,16.888435,NA,NA,0.12,NA,NA,0.12,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,18.668038,NA,NA
"Latvia","Donor","Non-DAC","EU","2017-05-16",2015,2010,0,NA,NA,0,NA,NA,0,NA,NA,1.523851,NA,NA,0.22,NA,NA,0.22,NA,NA,23367.676988,NA,NA,1.523851,NA,NA,0,NA,NA,0,NA,NA,13.371789,NA,NA,0.22,NA,NA,0.22,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,14.89564,NA,NA
"Latvia","Donor","Non-DAC","EU","2017-05-16",2015,2011,0.01,NA,NA,0.01,NA,NA,0.01,NA,NA,1.083282,NA,NA,0.14,NA,NA,0.14,NA,NA,24090.827414,NA,NA,1.083282,NA,NA,0,NA,NA,0,NA,NA,15.234187,NA,NA,0.13,NA,NA,0.13,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,16.317469,NA,NA
"Latvia","Donor","Non-DAC","EU","2017-05-16",2015,2012,5.14,NA,NA,0,NA,NA,7.9,NA,NA,1.039718,NA,NA,0.29,NA,NA,7.11,NA,NA,25338.392005,NA,NA,1.039718,NA,NA,0,NA,NA,0,NA,NA,17.881362,NA,NA,0.24,NA,NA,4.68,NA,4.44,NA,NA,NA,0,NA,NA,0,NA,NA,5.87,NA,NA,18.92108,NA,NA
"Latvia","Donor","Non-DAC","EU","2017-05-16",2015,2013,4.92,NA,NA,0.03,NA,NA,7.42,NA,NA,1.236316,NA,NA,0.26,NA,NA,7.35,NA,NA,26466.210597,NA,NA,1.236316,NA,NA,0,NA,NA,0,NA,NA,18.988116,NA,NA,0.19,NA,NA,5.25,NA,5.06,NA,NA,NA,0,NA,NA,0.03,NA,NA,5.78,NA,NA,20.224432,NA,NA
"Latvia","Donor","Non-DAC","EU","2017-05-16",2015,2014,4.45,NA,NA,0,NA,NA,7.11,NA,NA,1.73738,NA,NA,0.2,NA,NA,6.51,NA,NA,26533.624184,NA,NA,1.73738,NA,NA,0,NA,NA,0,NA,NA,19.55602,NA,NA,0.18,NA,NA,4.72,NA,4.54,NA,NA,NA,0,NA,NA,0,NA,NA,5.25,NA,NA,21.2934,NA,NA
"Latvia","Donor","Non-DAC","EU","2017-05-16",2015,2015,4.31,NA,NA,0.07,NA,NA,7.03,NA,NA,2.21,NA,NA,0.32,NA,NA,6.69,NA,NA,27038.95,NA,NA,2.21,NA,NA,0,NA,NA,0.36,NA,NA,20.96,NA,NA,0.14,NA,NA,4.61,NA,4.47,NA,NA,NA,0,NA,NA,0.06,NA,NA,5.21,NA,NA,23.17,NA,NA
"Latvia","Donor","Non-DAC","EU","2017-05-16",2015,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.642366,NA,NA,NA,NA,NA,NA,NA,NA,27463.736258,NA,NA,1.642366,NA,NA,0,NA,NA,0.207769,NA,NA,25.971152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,27.613518,NA,NA
"Latvia","Donor","Non-DAC","EU","2017-05-16",NA,2007,NA,4.58,NA,NA,0,NA,NA,6.59,NA,NA,1.46,1.059471,NA,0.11,NA,NA,6.61,NA,NA,26345,19117.644425,NA,1.46,1.059471,NA,0,0,NA,0,0,NA,14.33,10.398779,NA,0.11,NA,NA,4.95,NA,4.84,NA,NA,NA,2.2,0,NA,0,NA,NA,5.31,NA,NA,15.79,11.45825
"Latvia","Donor","Non-DAC","EU","2017-05-16",NA,2008,NA,0,NA,NA,0,NA,NA,0,NA,NA,4.25,2.902657,NA,0.69,NA,NA,0.69,NA,NA,33135.2,22630.612626,NA,4.25,2.902657,NA,0,0,NA,0,0,NA,17.57,11.999923,NA,0.63,NA,NA,0.63,NA,0,NA,NA,NA,0,0,NA,0,NA,NA,0,NA,NA,21.82,14.90258
"Latvia","Donor","Non-DAC","EU","2017-05-16",NA,2009,NA,0,NA,NA,0,NA,NA,0,NA,NA,2,1.422872,NA,0.18,NA,NA,0.18,NA,NA,28162.9,20036.100924,NA,2,1.422872,NA,0,0,NA,0,0,NA,18.98,13.503055,NA,0.14,NA,NA,0.14,NA,0,NA,NA,NA,0,0,NA,0,NA,NA,0,NA,NA,20.98,14.925927
"Latvia","Donor","Non-DAC","EU","2017-05-16",NA,2010,NA,0,NA,NA,0,NA,NA,0,NA,NA,1.6,1.206595,NA,0.24,NA,NA,0.24,NA,NA,24535.4,18502.684919,NA,1.6,1.206595,NA,0,0,NA,0,0,NA,14.04,10.587873,NA,0.24,NA,NA,0.24,NA,0,NA,NA,NA,0,0,NA,0,NA,NA,0,NA,NA,15.64,11.794468
"Latvia","Donor","Non-DAC","EU","2017-05-16",NA,2011,NA,0.01,NA,NA,0.01,NA,NA,0.01,NA,NA,1.27,0.912559,NA,0.16,NA,NA,0.16,NA,NA,28243.2,20294.15136,NA,1.27,0.912559,NA,0,0,NA,0,0,NA,17.86,12.833303,NA,0.15,NA,NA,0.15,NA,0,NA,NA,NA,0,0,NA,0,NA,NA,0,NA,NA,19.13,13.745862
"Latvia","Donor","Non-DAC","EU","2017-05-16",NA,2012,NA,5.7,NA,NA,0,NA,NA,8.76,NA,NA,1.16,0.907792,NA,0.33,NA,NA,7.9,NA,NA,28269.71,22123.281382,NA,1.16,0.907792,NA,0,0,NA,0,0,NA,19.95,15.612451,NA,0.27,NA,NA,5.2,NA,4.93,NA,NA,NA,0,0,NA,0,NA,NA,6.49,NA,NA,21.11,16.520243
"Latvia","Donor","Non-DAC","EU","2017-05-16",NA,2013,NA,5.76,NA,NA,0.03,NA,NA,8.69,NA,NA,1.45,1.093477,NA,0.3,NA,NA,8.59,NA,NA,31040.6,23408.399353,NA,1.45,1.093477,NA,0,0,NA,0,0,NA,22.27,16.794297,NA,0.22,NA,NA,6.15,NA,5.93,NA,NA,NA,2.023,0,NA,0.03,NA,NA,6.76,NA,NA,23.72,17.887774
"Latvia","Donor","Non-DAC","EU","2017-05-16",NA,2014,NA,5.29,NA,NA,0,NA,NA,8.45,NA,NA,2.07,1.560159,NA,0.24,NA,NA,7.72,NA,NA,31613.46,23827.064802,NA,2.07,1.560159,NA,0,0,NA,0,0,NA,23.3,17.56121,NA,0.22,NA,NA,5.59,NA,5.37,NA,NA,NA,0,0,NA,0,NA,NA,6.23,NA,NA,25.37,19.121369
"Latvia","Donor","Non-DAC","EU","2017-05-16",NA,2015,NA,4.31,NA,NA,0.07,NA,NA,7.03,NA,NA,2.21,1.992315,NA,0.32,NA,NA,6.69,NA,NA,27038.95,24375.613425,NA,2.21,1.992315,NA,0,0,NA,0.36,0.32454,NA,20.96,18.89544,NA,0.14,NA,NA,4.61,NA,4.47,NA,NA,NA,1.99,0,NA,0.06,NA,NA,5.21,NA,NA,23.17,20.887755
"Latvia","Donor","Non-DAC","EU","2017-05-16",NA,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66,1.501138,NA,NA,NA,NA,NA,NA,NA,27758.61,25102.111023,NA,1.66,1.501138,NA,0,0,NA,0.21,0.189903,NA,26.25,23.737875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.95,0,NA,NA,NA,NA,NA,NA,NA,27.91,25.239013
"Liechtenstein","Donor","Non-DAC","EU","2017-05-16",2015,2007,0.32,NA,NA,0,NA,NA,0.43,NA,NA,15.92533,NA,NA,0,NA,NA,0.46,NA,NA,3938.199477,NA,NA,15.92533,NA,NA,0,NA,NA,0,NA,NA,1.241927,NA,NA,0,NA,NA,0.34,NA,0.34,NA,NA,NA,0,NA,NA,0,NA,NA,0.36,NA,NA,17.167257,NA,NA
"Liechtenstein","Donor","Non-DAC","EU","2017-05-16",2015,2008,0,NA,NA,0,NA,NA,0,NA,NA,19.052356,NA,NA,0,NA,NA,0,NA,NA,4121.958059,NA,NA,19.052356,NA,NA,0,NA,NA,0,NA,NA,2.584764,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,21.63712,NA,NA
"Liechtenstein","Donor","Non-DAC","EU","2017-05-16",2015,2009,0,NA,NA,0,NA,NA,0,NA,NA,19.98198,NA,NA,0,NA,NA,0,NA,NA,3678.199549,NA,NA,19.98198,NA,NA,0,NA,NA,0,NA,NA,4.867648,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,24.849628,NA,NA
"Liechtenstein","Donor","Non-DAC","EU","2017-05-16",2015,2010,0,NA,NA,0,NA,NA,0,NA,NA,20.467497,NA,NA,0,NA,NA,0,NA,NA,4024.961521,NA,NA,20.467497,NA,NA,0,NA,NA,0,NA,NA,4.534771,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,25.002268,NA,NA
"Liechtenstein","Donor","Non-DAC","EU","2017-05-16",2015,2011,0,NA,NA,0,NA,NA,0,NA,NA,22.860938,NA,NA,0,NA,NA,0,NA,NA,4018.600389,NA,NA,22.860938,NA,NA,0,NA,NA,0,NA,NA,5.004429,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,27.865367,NA,NA
"Liechtenstein","Donor","Non-DAC","EU","2017-05-16",2015,2012,0,NA,NA,0,NA,NA,0,NA,NA,21.694559,NA,NA,0,NA,NA,0,NA,NA,3457.513625,NA,NA,21.694559,NA,NA,0,NA,NA,0,NA,NA,4.266294,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,25.960853,NA,NA
"Liechtenstein","Donor","Non-DAC","EU","2017-05-16",2015,2013,0,NA,NA,0,NA,NA,0,NA,NA,21.422718,NA,NA,0,NA,NA,0,NA,NA,3971.018307,NA,NA,21.422718,NA,NA,0,NA,NA,0,NA,NA,4.111066,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,25.533784,NA,NA
"Liechtenstein","Donor","Non-DAC","EU","2017-05-16",2015,2014,0,NA,NA,0,NA,NA,0,NA,NA,20.873656,NA,NA,0,NA,NA,0,NA,NA,4883.732747,NA,NA,20.873656,NA,NA,0,NA,NA,0,NA,NA,3.747709,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,24.621365,NA,NA
"Liechtenstein","Donor","Non-DAC","EU","2017-05-16",2015,2015,0,NA,NA,0,NA,NA,0,NA,NA,19.05,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,19.05,NA,NA,0,NA,NA,0,NA,NA,5.17,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,24.22,NA,NA
"Liechtenstein","Donor","Non-DAC","EU","2017-05-16",NA,2007,NA,0.32,NA,NA,0,NA,NA,0.43,NA,NA,16.67,NA,NA,0,NA,NA,0.46,NA,NA,4122.35,NA,NA,16.67,NA,NA,0,NA,NA,0,NA,NA,1.3,NA,NA,0,NA,NA,0.34,NA,0.34,NA,NA,NA,0,NA,NA,0,NA,NA,0.36,NA,NA,17.97,NA
"Liechtenstein","Donor","Non-DAC","EU","2017-05-16",NA,2008,NA,0,NA,NA,0,NA,NA,0,NA,NA,20.86,NA,NA,0,NA,NA,0,NA,NA,4513.04,NA,NA,20.86,NA,NA,0,NA,NA,0,NA,NA,2.83,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,23.69,NA
"Liechtenstein","Donor","Non-DAC","EU","2017-05-16",NA,2009,NA,0,NA,NA,0,NA,NA,0,NA,NA,21.1,NA,NA,0,NA,NA,0,NA,NA,3884,NA,NA,21.1,NA,NA,0,NA,NA,0,NA,NA,5.14,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,26.24,NA
"Liechtenstein","Donor","Non-DAC","EU","2017-05-16",NA,2010,NA,0,NA,NA,0,NA,NA,0,NA,NA,21.8,NA,NA,0,NA,NA,0,NA,NA,4287,NA,NA,21.8,NA,NA,0,NA,NA,0,NA,NA,4.83,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,26.63,NA
"Liechtenstein","Donor","Non-DAC","EU","2017-05-16",NA,2011,NA,0,NA,NA,0,NA,NA,0,NA,NA,25.81,NA,NA,0,NA,NA,0,NA,NA,4537,NA,NA,25.81,NA,NA,0,NA,NA,0,NA,NA,5.65,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,31.46,NA
"Liechtenstein","Donor","Non-DAC","EU","2017-05-16",NA,2012,NA,0,NA,NA,0,NA,NA,0,NA,NA,23.9,NA,NA,0,NA,NA,0,NA,NA,3809,NA,NA,23.9,NA,NA,0,NA,NA,0,NA,NA,4.7,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,28.6,NA
"Liechtenstein","Donor","Non-DAC","EU","2017-05-16",NA,2013,NA,0,NA,NA,0,NA,NA,0,NA,NA,23.71,NA,NA,0,NA,NA,0,NA,NA,4395,NA,NA,23.71,NA,NA,0,NA,NA,0,NA,NA,4.55,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,28.26,NA
"Liechtenstein","Donor","Non-DAC","EU","2017-05-16",NA,2014,NA,0,NA,NA,0,NA,NA,0,NA,NA,23.17,21.20055,NA,0,NA,NA,0,NA,NA,5421,4960.215,NA,23.17,21.20055,NA,0,0,NA,0,0,NA,4.16,3.8064,NA,0,NA,NA,0,NA,0,NA,NA,NA,0,0,NA,0,NA,NA,0,NA,NA,27.33,25.00695
"Liechtenstein","Donor","Non-DAC","EU","2017-05-16",NA,2015,NA,0,NA,NA,0,NA,NA,0,NA,NA,19.05,18.331815,NA,0,NA,NA,0,NA,NA,0,0,NA,19.05,18.331815,NA,0,0,NA,0,0,NA,5.17,4.975091,NA,0,NA,NA,0,NA,0,NA,NA,NA,0,0,NA,0,NA,NA,0,NA,NA,24.22,23.306906
"Lithuania","Donor","Non-DAC","EU","2017-05-16",2015,2007,7.6,NA,NA,0.4,NA,NA,11.11,NA,NA,23.188452,NA,NA,18.2,NA,NA,28.89,NA,NA,41404.035406,NA,NA,23.188452,NA,NA,0,NA,NA,0,NA,NA,23.266528,NA,NA,18.08,NA,NA,26.1,NA,8.02,NA,NA,NA,0,NA,NA,0.4,NA,NA,9.11,NA,NA,46.45498,NA,NA
"Lithuania","Donor","Non-DAC","EU","2017-05-16",2015,2008,8.9,NA,NA,0.04,NA,NA,12.53,NA,NA,12.357599,NA,NA,8.4,NA,NA,20.98,NA,NA,36143.591476,NA,NA,12.357599,NA,NA,0,NA,NA,0,NA,NA,27.399464,NA,NA,8.38,NA,NA,18.41,NA,10.03,NA,NA,NA,0,NA,NA,0.04,NA,NA,10.83,NA,NA,39.757063,NA,NA
"Lithuania","Donor","Non-DAC","EU","2017-05-16",2015,2009,6.53,NA,NA,0.03,NA,NA,10.96,NA,NA,7.178729,NA,NA,5.38,NA,NA,15.19,NA,NA,29557.698299,NA,NA,7.178729,NA,NA,0,NA,NA,0,NA,NA,25.600815,NA,NA,5.36,NA,NA,13,NA,7.64,NA,NA,NA,0,NA,NA,0.03,NA,NA,9.4,NA,NA,32.779544,NA,NA
"Lithuania","Donor","Non-DAC","EU","2017-05-16",2015,2010,5.56,NA,NA,0.01,NA,NA,8.07,NA,NA,15.236294,NA,NA,12.15,NA,NA,20.39,NA,NA,32607.667041,NA,NA,15.236294,NA,NA,0,NA,NA,0,NA,NA,18.896721,NA,NA,12.11,NA,NA,18.61,NA,6.5,NA,NA,NA,0,NA,NA,0.01,NA,NA,6.96,NA,NA,34.133015,NA,NA
"Lithuania","Donor","Non-DAC","EU","2017-05-16",2015,2011,5.89,NA,NA,0.04,NA,NA,9.89,NA,NA,17.274198,NA,NA,12.22,NA,NA,20.78,NA,NA,34714.707374,NA,NA,17.274198,NA,NA,0,NA,NA,0,NA,NA,26.167678,NA,NA,12.1,NA,NA,18.74,NA,6.64,NA,NA,NA,0,NA,NA,0,NA,NA,7.76,NA,NA,43.441876,NA,NA
"Lithuania","Donor","Non-DAC","EU","2017-05-16",2015,2012,7.28,NA,NA,0,NA,NA,11.35,NA,NA,19.627166,NA,NA,15.4,NA,NA,25.07,NA,NA,36318.797519,NA,NA,19.627166,NA,NA,0,NA,NA,0,NA,NA,26.558064,NA,NA,15.4,NA,NA,21.73,NA,6.33,NA,NA,NA,0,NA,NA,0,NA,NA,8.24,NA,NA,46.18523,NA,NA
"Lithuania","Donor","Non-DAC","EU","2017-05-16",2015,2013,6.73,NA,NA,0.02,NA,NA,10.55,NA,NA,14.984753,NA,NA,8.73,NA,NA,18.22,NA,NA,37466.196628,NA,NA,14.984753,NA,NA,0,NA,NA,0,NA,NA,27.668064,NA,NA,8.73,NA,NA,15.62,NA,6.89,NA,NA,NA,0,NA,NA,0,NA,NA,8.03,NA,NA,42.652817,NA,NA
