"Donor","Donor_Group_Type","Donor_DAC_Country","Donor_EU_Country","as_of_date","Constant_price_date","Time_Period","Africa_Fragile_ODA_Constant_Prices","Africa_Fragile_ODA_Current_Prices","Africa_ODA_Bilateral_Constant_Prices","Africa_ODA_Bilateral_Current_Prices","Africa_ODA_Constant_Prices","Africa_ODA_Current_Prices","Bilat_ODA_Ex_Debt_Relief_Constant_Prices","Bilat_ODA_Ex_Debt_Relief_Current_Prices","Fragile_State_ODA_Bilateral_Constant_Prices","Fragile_State_ODA_Bilateral_Current_Prices","Fragile_State_ODA_Constant_Prices","Fragile_State_ODA_Current_Prices","GNI_Constant_Prices","GNI_Current_Prices","IA_Bilateral_ODA_Constant_Prices","IA_Bilateral_ODA_Current_Prices","IA6_Debt_Relief_Constant_Prices","IA6_Debt_Relief_Current_Prices","IA82_In_Donor_Refugee_Cost_Constant_Prices","IA82_In_Donor_Refugee_Cost_Current_Prices","IB_Multilateral_ODA_Constant_Prices","IB_Multilateral_ODA_Current_Prices","LDC_ODA_Bilateral_Constant_Prices","LDC_ODA_Bilateral_Current_Prices","LDC_ODA_Constant_Prices","LDC_ODA_Current_Prices","LDC_ODA_Imputed_Multilateral_Constant_Prices","LDC_ODA_Imputed_Multilateral_Current_Prices","SSA_ODA_Bilateral_Constant_Prices","SSA_ODA_Bilateral_Current_Prices","SSA_ODA_Constant_Prices","SSA_ODA_Current_Prices","Total_ODA_ONE_Constant_Prices","Total_ODA_ONE_Current_Prices"
"Luxembourg","Donor","DAC","EU","2018-04-09",NA,2017,NA,NA,NA,103.11,NA,148.969959848329,NA,309.44,NA,NA,NA,NA,NA,42599.48,NA,309.44,NA,0,NA,0,NA,115.04,NA,112.33,NA,152.306853192687,NA,39.9768531926869,NA,97.21,NA,136.475868170996,NA,424.48
"Malta","Donor","Non-DAC","EU","2018-01-02",2016,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malta","Donor","Non-DAC","EU","2018-01-02",2016,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malta","Donor","Non-DAC","EU","2018-01-02",2016,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malta","Donor","Non-DAC","EU","2018-01-02",2016,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malta","Donor","Non-DAC","EU","2018-01-02",2016,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malta","Donor","Non-DAC","EU","2018-01-02",2016,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malta","Donor","Non-DAC","EU","2018-01-02",2016,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malta","Donor","Non-DAC","EU","2018-01-02",2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malta","Donor","Non-DAC","EU","2018-01-02",NA,2009,NA,0,NA,0,NA,0,NA,7.56,NA,0,NA,0,NA,7519.84,NA,7.56,NA,0,NA,0,NA,6.13,NA,0,NA,0,NA,0,NA,0,NA,0,NA,13.69
"Malta","Donor","Non-DAC","EU","2018-01-02",NA,2010,NA,0,NA,0,NA,0,NA,8.4,NA,0,NA,0,NA,7682.12,NA,8.4,NA,0,NA,0,NA,5.4,NA,0,NA,0,NA,0,NA,0,NA,0,NA,13.8
"Malta","Donor","Non-DAC","EU","2018-01-02",NA,2011,NA,0,NA,0,NA,0,NA,13.3,NA,0,NA,0,NA,8064.52,NA,13.3,NA,0,NA,0,NA,6.66,NA,0,NA,0,NA,0,NA,0,NA,0,NA,19.96
"Malta","Donor","Non-DAC","EU","2018-01-02",NA,2012,NA,1.72,NA,0.61,NA,3.28,NA,11.75,NA,0,NA,2.29,NA,7928.53,NA,11.75,NA,0,NA,0,NA,6.83,NA,0,NA,1.49,NA,1.49,NA,0,NA,1.92,NA,18.58
"Malta","Donor","Non-DAC","EU","2018-01-02",NA,2013,NA,1.36,NA,0.38,NA,2.64,NA,11.97,NA,0,NA,1.92,NA,8946.36,NA,11.97,NA,0,NA,0,NA,6.29,NA,0,NA,1.38,NA,1.38,NA,0,NA,1.65,NA,18.26
"Malta","Donor","Non-DAC","EU","2018-01-02",NA,2014,NA,1.96,NA,0.35,NA,2.94,NA,12.83,NA,0.5,NA,2.95,NA,10121.7,NA,12.83,NA,0,NA,10.71,NA,7.58,NA,0.3,NA,1.96,NA,1.66,NA,0.34,NA,2.24,NA,20.41
"Malta","Donor","Non-DAC","EU","2018-01-02",NA,2015,NA,2.04,NA,0.29,NA,3.13,NA,8.02,NA,0.35,NA,2.95,NA,9503.61,NA,8.02,NA,0,NA,2.59,NA,8.55,NA,0.23,NA,2.06,NA,1.83,NA,0.27,NA,2.36,NA,16.57
"Malta","Donor","Non-DAC","EU","2018-01-02",NA,2016,NA,1.69,NA,1.79,NA,1.79,NA,10.62,NA,2.24,NA,2.24,NA,10317.15,NA,10.62,NA,0,NA,5.59,NA,9.93,NA,1.04,NA,1.04,NA,0,NA,1.07,NA,1.07,NA,20.55
"Multilaterals, Total","Group","Group","Group","2018-01-02",2016,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Multilaterals, Total","Group","Group","Group","2018-01-02",2016,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Multilaterals, Total","Group","Group","Group","2018-01-02",2016,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Multilaterals, Total","Group","Group","Group","2018-01-02",2016,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Multilaterals, Total","Group","Group","Group","2018-01-02",2016,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Multilaterals, Total","Group","Group","Group","2018-01-02",2016,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Multilaterals, Total","Group","Group","Group","2018-01-02",2016,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Multilaterals, Total","Group","Group","Group","2018-01-02",2016,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Multilaterals, Total","Group","Group","Group","2018-01-02",2016,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Multilaterals, Total","Group","Group","Group","2018-01-02",2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Multilaterals, Total","Group","Group","Group","2018-01-02",NA,2007,NA,11026.08,NA,13829.92,NA,13926.47,NA,11326.67,NA,15993.91,NA,16156.22,NA,0,NA,11326.67,NA,0,NA,0,NA,307.56,NA,12639.19,NA,12722.76,NA,83.57,NA,12693.76,NA,12785.81,NA,11634.23
"Multilaterals, Total","Group","Group","Group","2018-01-02",NA,2008,NA,12650.04,NA,16353.94,NA,16437.69,NA,12739.52,NA,17763.24,NA,17914.15,NA,0,NA,12868,NA,128.48,NA,0,NA,328.99,NA,14727.57,NA,14803.07,NA,75.5,NA,15105.07,NA,15187.52,NA,13068.51
"Multilaterals, Total","Group","Group","Group","2018-01-02",NA,2009,NA,14365.33,NA,19065.3,NA,19249.9,NA,13000.41,NA,19546.94,NA,19791.53,NA,0,NA,13159.09,NA,158.68,NA,0,NA,422.2,NA,15214.42,NA,15348.47,NA,134.05,NA,17123.07,NA,17305.44,NA,13422.61
"Multilaterals, Total","Group","Group","Group","2018-01-02",NA,2010,NA,13681.15,NA,17681,NA,17725.28,NA,12473.06,NA,18717.23,NA,18832.44,NA,0,NA,12495.58,NA,22.52,NA,0,NA,251.12,NA,14972.73,NA,15010.36,NA,37.63,NA,16226.2,NA,16269.75,NA,12724.18
"Multilaterals, Total","Group","Group","Group","2018-01-02",NA,2011,NA,13359.82,NA,18296.76,NA,18382.57,NA,17029.81,NA,18077.47,NA,18258.05,NA,0,NA,17045.32,NA,15.51,NA,0,NA,345.21,NA,13846.09,NA,13919.85,NA,73.76,NA,16228.36,NA,16313.33,NA,17375.02
"Multilaterals, Total","Group","Group","Group","2018-01-02",NA,2012,NA,14766.35,NA,19676.93,NA,19764.75,NA,17164.81,NA,19703.14,NA,19865.24,NA,0,NA,17172.75,NA,7.94,NA,0,NA,306.31,NA,14565.49,NA,14633.57,NA,68.08,NA,16872.99,NA,16959.89,NA,17471.12
"Multilaterals, Total","Group","Group","Group","2018-01-02",NA,2013,NA,16350.97,NA,20761.7,NA,20804.97,NA,15722.7,NA,22263.84,NA,22390.79,NA,0,NA,15722.7,NA,0,NA,18.288,NA,236.445,NA,17196.08,NA,17237.91,NA,41.83,NA,18753.45,NA,18795.81,NA,15959.145
"Multilaterals, Total","Group","Group","Group","2018-01-02",NA,2014,NA,16225.07,NA,20532.43,NA,20549.15,NA,16389.3,NA,23560.42,NA,23581.18,NA,0,NA,16389.3,NA,0,NA,28.11,NA,61.8,NA,16815.04,NA,16827.67,NA,12.63,NA,18307.67,NA,18323.82,NA,16451.1
"Multilaterals, Total","Group","Group","Group","2018-01-02",NA,2015,NA,15251.36,NA,19662.88,NA,19743.14,NA,13545.56,NA,22526.03,NA,22606.53,NA,0,NA,13545.56,NA,0,NA,0,NA,124.04,NA,15998.53,NA,16056.37,NA,57.84,NA,17878.07,NA,17957.85,NA,13669.6
"Multilaterals, Total","Group","Group","Group","2018-01-02",NA,2016,NA,15302.5,NA,19902.8,NA,20101.75,NA,16832.4,NA,21905.56,NA,22110.58,NA,0,NA,16832.4,NA,0,NA,0,NA,273.98,NA,16594.4,NA,16751.56,NA,157.16,NA,17159.55,NA,17355.49,NA,17106.38
"Netherlands","Donor","DAC","EU","2018-01-02",2016,2007,1267.6929356884,NA,1128.39844566949,NA,1757.96290744898,NA,3726.61629140004,NA,1059.67597372007,NA,1749.83717639068,NA,675330.831864573,NA,4070.61433848971,NA,343.998047089672,NA,110.297814354534,NA,1385.32757517325,NA,993.583188197287,NA,1546.50105626176,NA,552.917868064477,NA,1063.42765968874,NA,1628.3456634801,NA,5111.94386657329,NA
"Netherlands","Donor","DAC","EU","2018-01-02",2016,2008,1355.80600415848,NA,1203.89539932405,NA,1845.0161136619,NA,4120.54166972103,NA,1186.20645538485,NA,1884.57472945617,NA,705433.395768243,NA,4220.95220096654,NA,100.410531245502,NA,203.215848384563,NA,1455.58333777789,NA,1073.20503288203,NA,1634.65649718807,NA,561.451464306041,NA,1140.22656622853,NA,1721.95659040613,NA,5576.12500749893,NA
"Netherlands","Donor","DAC","EU","2018-01-02",2016,2009,1074.57151808276,NA,981.944706114723,NA,1516.29923692927,NA,3981.5208002635,NA,993.418370888341,NA,1576.29729126372,NA,655906.560551068,NA,4018.23652753907,NA,36.7157272755778,NA,283.089647210101,NA,1363.56549643549,NA,915.950196321942,NA,1363.8334944448,NA,447.883298122862,NA,924.392133615232,NA,1421.40281681988,NA,5345.08629669899,NA
"Netherlands","Donor","DAC","EU","2018-01-02",2016,2010,940.951755514888,NA,790.111095080327,NA,1308.35638231343,NA,3789.93923692711,NA,853.434147473148,NA,1437.92643231639,NA,680949.466982243,NA,4225.68562805863,NA,435.746391131526,NA,296.627696150246,NA,1323.09830312549,NA,762.128502940922,NA,1217.03328139185,NA,454.904778450925,NA,757.485103371937,NA,1228.26646794313,NA,5113.03754005259,NA
"Netherlands","Donor","DAC","EU","2018-01-02",2016,2011,1006.87782169942,NA,807.836882870452,NA,1472.84815171426,NA,3499.72153447031,NA,791.813315174618,NA,1457.95370588715,NA,699144.241026406,NA,3600.14696185311,NA,100.425427382798,NA,399.734048627609,NA,1666.84125160071,NA,677.838425367157,NA,1208.16039953247,NA,530.32197416531,NA,767.18019322978,NA,1360.73299204352,NA,5166.56278607102,NA
"Netherlands","Donor","DAC","EU","2018-01-02",2016,2012,898.246865361169,NA,658.475860308435,NA,1268.42368443394,NA,3309.47923545992,NA,674.902777665977,NA,1293.81234861943,NA,689126.725856879,NA,3416.02838351703,NA,106.549148057117,NA,300.307073546621,NA,1474.71211561666,NA,588.916056619218,NA,1031.81408611794,NA,442.898029498723,NA,618.369386609076,NA,1141.34753129069,NA,4784.19135107658,NA
"Netherlands","Donor","DAC","EU","2018-01-02",2016,2013,984.398476218774,NA,718.801922907878,NA,1437.07084218888,NA,3033.26018775095,NA,665.476179094972,NA,1397.87392467576,NA,687624.510281767,NA,3085.38032812211,NA,52.1201403711583,NA,315.322407548617,NA,1513.20575708216,NA,584.764201310563,NA,1152.66687518671,NA,567.902673876147,NA,697.278728832036,NA,1337.93216758954,NA,4546.46594483311,NA
"Netherlands","Donor","DAC","EU","2018-01-02",2016,2014,821.944159226799,NA,639.210065288406,NA,1251.42042219733,NA,3350.9478393868,NA,571.972845360295,NA,1166.78639580555,NA,741825.32263933,NA,3404.23718241255,NA,53.2893430257496,NA,790.700914965509,NA,1306.7470005767,NA,492.588292639036,NA,941.016761679322,NA,448.428469040286,NA,624.340783184615,NA,1149.18671113239,NA,4657.6948399635,NA
"Netherlands","Donor","DAC","EU","2018-01-02",2016,2015,906.252923503705,NA,631.363960098993,NA,1368.61724321716,NA,4129.77386997551,NA,579.397247722148,NA,1362.17782431233,NA,767060.811595271,NA,4175.45161716026,NA,45.6777471847427,NA,1329.72997360029,NA,1567.37662798064,NA,466.266085996915,NA,1039.57497347727,NA,573.308887480352,NA,613.770905957132,NA,1280.31094409233,NA,5697.15049795615,NA
"Netherlands","Donor","DAC","EU","2018-01-02",2016,2016,1017.86,NA,662.68,NA,1490.54,NA,3103.15,NA,600.81,NA,1494.63,NA,765520.29,NA,3157.58,NA,54.43,NA,433.85,NA,1808.68,NA,506.65,NA,1184.71,NA,678.06,NA,633.48,NA,1354.05,NA,4911.83,NA
"Netherlands","Donor","DAC","EU","2018-01-02",NA,2007,NA,1446.21,NA,1287.3,NA,2005.52,NA,4251.4,NA,1208.9,NA,1996.25,NA,770431.21,NA,4643.84,NA,392.44,NA,125.83,NA,1580.41,NA,1133.5,NA,1764.28,NA,630.78,NA,1213.18,NA,1857.65,NA,5831.81
"Netherlands","Donor","DAC","EU","2018-01-02",NA,2008,NA,1670.14,NA,1483.01,NA,2272.77,NA,5075.86,NA,1461.22,NA,2321.5,NA,868983.12,NA,5199.55,NA,123.69,NA,250.33,NA,1793.05,NA,1322.02,NA,2013.64,NA,691.62,NA,1404.58,NA,2121.18,NA,6868.91
"Netherlands","Donor","DAC","EU","2018-01-02",NA,2009,NA,1283.08,NA,1172.48,NA,1810.52,NA,4754.09,NA,1186.18,NA,1882.16,NA,783177.83,NA,4797.93,NA,43.84,NA,338.02,NA,1628.15,NA,1093.68,NA,1628.47,NA,534.79,NA,1103.76,NA,1697.21,NA,6382.24
"Netherlands","Donor","DAC","EU","2018-01-02",NA,2010,NA,1078.06,NA,905.24,NA,1499,NA,4342.18,NA,977.79,NA,1647.45,NA,780172.18,NA,4841.42,NA,499.24,NA,339.85,NA,1515.89,NA,873.18,NA,1394.37,NA,521.19,NA,867.86,NA,1407.24,NA,5858.07
"Netherlands","Donor","DAC","EU","2018-01-02",NA,2011,NA,1212.76,NA,973.02,NA,1774.01,NA,4215.33,NA,953.72,NA,1756.07,NA,842102.34,NA,4336.29,NA,120.96,NA,481.47,NA,2007.67,NA,816.44,NA,1455.2,NA,638.76,NA,924.05,NA,1638.97,NA,6223
"Netherlands","Donor","DAC","EU","2018-01-02",NA,2012,NA,1014.34,NA,743.58,NA,1432.36,NA,3737.21,NA,762.13,NA,1461.03,NA,778192.31,NA,3857.53,NA,120.32,NA,339.12,NA,1665.31,NA,665.03,NA,1165.17,NA,500.14,NA,698.29,NA,1288.86,NA,5402.52
"Netherlands","Donor","DAC","EU","2018-01-02",NA,2013,NA,1163.54,NA,849.61,NA,1698.59,NA,3585.255,NA,786.58,NA,1652.26,NA,812758.9,NA,3646.86,NA,61.605,NA,372.705,NA,1788.58,NA,691.18,NA,1362.43,NA,671.25,NA,824.17,NA,1581.41,NA,5373.835
"Netherlands","Donor","DAC","EU","2018-01-02",NA,2014,NA,972.34,NA,756.17,NA,1480.4,NA,3964.09,NA,676.63,NA,1380.28,NA,877561.36,NA,4027.13,NA,63.04,NA,935.38,NA,1545.85,NA,582.72,NA,1113.2,NA,530.48,NA,738.58,NA,1359.46,NA,5509.94
"Netherlands","Donor","DAC","EU","2018-01-02",NA,2015,NA,903.52,NA,629.46,NA,1364.49,NA,4117.32,NA,577.65,NA,1358.07,NA,764747.64,NA,4162.86,NA,45.54,NA,1325.72,NA,1562.65,NA,464.86,NA,1036.44,NA,571.58,NA,611.92,NA,1276.45,NA,5679.97
"Netherlands","Donor","DAC","EU","2018-01-02",NA,2016,NA,1017.86,NA,662.68,NA,1490.54,NA,3103.15,NA,600.81,NA,1494.63,NA,765520.29,NA,3157.58,NA,54.43,NA,433.85,NA,1808.68,NA,506.65,NA,1184.71,NA,678.06,NA,633.48,NA,1354.05,NA,4911.83
"Netherlands","Donor","DAC","EU","2018-04-09",2016,2017,NA,NA,684.632226020879,NA,1237.08794793724,NA,3325.09652978616,NA,NA,NA,NA,NA,799388.64566091,NA,3438.07130950967,NA,112.974779723511,NA,813.091402241642,NA,1384.25249139171,NA,510.079962552481,NA,963.309713478757,NA,453.229750926276,NA,629.254340370743,NA,1085.54831155138,NA,4709.34902117787,NA
"Netherlands","Donor","DAC","EU","2018-04-09",NA,2017,NA,NA,NA,703.45,NA,1271.09049779072,NA,3416.49,NA,NA,NA,NA,NA,821360.61,NA,3532.57,NA,116.08,NA,835.44,NA,1422.3,NA,524.1,NA,989.787205731046,NA,465.687205731046,NA,646.55,NA,1115.38564902075,NA,4838.79
"New Zealand","Donor","DAC","Non-EU","2018-01-02",2016,2007,26.0587808969358,NA,11.6480833693356,NA,33.647512850046,NA,278.606818866936,NA,69.708084597515,NA,100.58170731314,NA,135375.930558389,NA,278.606818866936,NA,0,NA,14.5460092414743,NA,81.998898607753,NA,62.2997682629036,NA,86.4754611417571,NA,24.1756928788535,NA,11.6480833693356,NA,32.0350482597121,NA,360.605717474689,NA
"New Zealand","Donor","DAC","Non-EU","2018-01-02",2016,2008,29.938854069552,NA,16.4508066065655,NA,39.5995239618449,NA,320.231608911827,NA,88.5253986908317,NA,118.049235915369,NA,131981.051668133,NA,320.231608911827,NA,0,NA,13.9952902735603,NA,80.9052282865291,NA,84.3982867320717,NA,107.397136893318,NA,22.9988501612461,NA,16.2894111668375,NA,36.0718807792176,NA,401.136837198356,NA
"New Zealand","Donor","DAC","Non-EU","2018-01-02",2016,2009,30.4977178236591,NA,12.3027692547348,NA,38.7922878453508,NA,285.745408414955,NA,84.1216072474311,NA,118.690745112225,NA,140811.819661128,NA,285.745408414955,NA,0,NA,11.9993093758924,NA,105.313222119924,NA,90.9747428446215,NA,118.00796038483,NA,27.0332175402086,NA,12.3027692547348,NA,37.8186874007315,NA,391.058630534879,NA
"New Zealand","Donor","DAC","Non-EU","2018-01-02",2016,2010,24.9239855751314,NA,11.4066144419977,NA,32.4288982547262,NA,289.141685523648,NA,84.7714000399679,NA,109.055762375361,NA,142879.614953632,NA,289.141685523648,NA,0,NA,13.4427484218309,NA,75.6887500356856,NA,70.0707259133186,NA,88.2253655345541,NA,18.1546396212356,NA,11.4066144419977,NA,30.9684251906573,NA,364.830435559334,NA
"New Zealand","Donor","DAC","Non-EU","2018-01-02",2016,2011,29.551549794385,NA,14.4022433077915,NA,38.5068514440755,NA,311.676649495404,NA,78.4132642864131,NA,111.246218169967,NA,145260.704481523,NA,311.676649495404,NA,0,NA,13.0688773810688,NA,89.4111690578914,NA,76.6165300589144,NA,104.68340999163,NA,28.0668799327151,NA,13.2107248200819,NA,35.830663094696,NA,401.087818553295,NA
"New Zealand","Donor","DAC","Non-EU","2018-01-02",2016,2012,19.6850703264863,NA,6.45685107513508,NA,24.7543459556755,NA,334.442684484862,NA,88.8140790435128,NA,116.482333435675,NA,150244.328909774,NA,334.442684484862,NA,0,NA,17.8164687259458,NA,80.9974040313507,NA,93.0323083991884,NA,116.167816334594,NA,23.1355079354052,NA,5.70756033432428,NA,22.7007342956755,NA,415.440088516213,NA
"New Zealand","Donor","DAC","Non-EU","2018-01-02",2016,2013,30.3389130057778,NA,3.9383944829554,NA,36.0385221002121,NA,310.239281360716,NA,76.4137032940156,NA,118.34654163164,NA,154193.896718747,NA,310.239281360716,NA,0,NA,17.2492828028766,NA,94.4949166168873,NA,77.2367834893299,NA,111.620294874233,NA,34.3835113849028,NA,3.65518409316985,NA,34.3923617095836,NA,404.734197977603,NA
"New Zealand","Donor","DAC","Non-EU","2018-01-02",2016,2014,23.5839561646939,NA,10.5520674065382,NA,32.2462286791374,NA,349.817281632148,NA,79.1063011166003,NA,108.581970768413,NA,160617.276446756,NA,349.817281632148,NA,0,NA,16.9482962720897,NA,82.9970553062072,NA,96.9097081995926,NA,119.039975985752,NA,22.1302677861595,NA,10.0561031362147,NA,30.3820871113697,NA,432.814336938355,NA
"New Zealand","Donor","DAC","Non-EU","2018-01-02",2016,2015,25.5929773520126,NA,8.51068056388357,NA,33.9716306517787,NA,363.64370915324,NA,83.4310749788825,NA,116.630853932743,NA,169203.846449814,NA,363.64370915324,NA,0,NA,16.9198016938306,NA,84.9849343181118,NA,115.178554027451,NA,140.355137700323,NA,25.1765836728728,NA,7.7692966961467,NA,31.7373231051744,NA,448.628643471352,NA
"New Zealand","Donor","DAC","Non-EU","2018-01-02",2016,2016,22.84,NA,8.38,NA,30.58,NA,357.87,NA,82.11,NA,111.83,NA,175159.86,NA,357.87,NA,0,NA,16.71,NA,80.22,NA,113.34,NA,136.38,NA,23.04,NA,7.65,NA,28.06,NA,438.09,NA
"New Zealand","Donor","DAC","Non-EU","2018-01-02",NA,2007,NA,23.11,NA,10.33,NA,29.84,NA,247.08,NA,61.82,NA,89.2,NA,120056.95,NA,247.08,NA,0,NA,12.9,NA,72.72,NA,55.25,NA,76.69,NA,21.44,NA,10.33,NA,28.41,NA,319.8
"New Zealand","Donor","DAC","Non-EU","2018-01-02",NA,2008,NA,25.97,NA,14.27,NA,34.35,NA,277.78,NA,76.79,NA,102.4,NA,114484.94,NA,277.78,NA,0,NA,12.14,NA,70.18,NA,73.21,NA,93.16,NA,19.95,NA,14.13,NA,31.29,NA,347.96
"New Zealand","Donor","DAC","Non-EU","2018-01-02",NA,2009,NA,24.12,NA,9.73,NA,30.68,NA,225.99,NA,66.53,NA,93.87,NA,111365.09,NA,225.99,NA,0,NA,9.49,NA,83.29,NA,71.95,NA,93.33,NA,21.38,NA,9.73,NA,29.91,NA,309.28
"New Zealand","Donor","DAC","Non-EU","2018-01-02",NA,2010,NA,23.38,NA,10.7,NA,30.42,NA,271.23,NA,79.52,NA,102.3,NA,134028.54,NA,271.23,NA,0,NA,12.61,NA,71,NA,65.73,NA,82.76,NA,17.03,NA,10.7,NA,29.05,NA,342.23
"New Zealand","Donor","DAC","Non-EU","2018-01-02",NA,2011,NA,31.25,NA,15.23,NA,40.72,NA,329.59,NA,82.92,NA,117.64,NA,153609.44,NA,329.59,NA,0,NA,13.82,NA,94.55,NA,81.02,NA,110.7,NA,29.68,NA,13.97,NA,37.89,NA,424.14
"New Zealand","Donor","DAC","Non-EU","2018-01-02",NA,2012,NA,21.28,NA,6.98,NA,26.76,NA,361.54,NA,96.01,NA,125.92,NA,162417.47,NA,361.54,NA,0,NA,19.26,NA,87.56,NA,100.57,NA,125.58,NA,25.01,NA,6.17,NA,24.54,NA,449.1
"New Zealand","Donor","DAC","Non-EU","2018-01-02",NA,2013,NA,34.28,NA,4.45,NA,40.72,NA,350.54,NA,86.34,NA,133.72,NA,174224,NA,350.54,NA,0,NA,19.49,NA,106.77,NA,87.27,NA,126.12,NA,38.85,NA,4.13,NA,38.86,NA,457.31
"New Zealand","Donor","DAC","Non-EU","2018-01-02",NA,2014,NA,27.58,NA,12.34,NA,37.71,NA,409.09,NA,92.51,NA,126.98,NA,187832.12,NA,409.09,NA,0,NA,19.82,NA,97.06,NA,113.33,NA,139.21,NA,25.88,NA,11.76,NA,35.53,NA,506.15
"New Zealand","Donor","DAC","Non-EU","2018-01-02",NA,2015,NA,25.2,NA,8.38,NA,33.45,NA,358.06,NA,82.15,NA,114.84,NA,166605.74,NA,358.06,NA,0,NA,16.66,NA,83.68,NA,113.41,NA,138.2,NA,24.79,NA,7.65,NA,31.25,NA,441.74
"New Zealand","Donor","DAC","Non-EU","2018-01-02",NA,2016,NA,22.84,NA,8.38,NA,30.58,NA,357.87,NA,82.11,NA,111.83,NA,175159.86,NA,357.87,NA,0,NA,16.71,NA,80.22,NA,113.34,NA,136.38,NA,23.04,NA,7.65,NA,28.06,NA,438.09
"New Zealand","Donor","DAC","Non-EU","2018-04-09",2016,2017,NA,NA,14.9422099983933,NA,49.1201500003195,NA,341.508896890295,NA,NA,NA,NA,NA,181696.307406832,NA,341.508896890295,NA,0,NA,16.3771213298651,NA,75.5815628663927,NA,89.2514848175476,NA,120.387557130968,NA,31.13607231342,NA,14.8369831674187,NA,47.6386574135723,NA,417.090459756687,NA
"New Zealand","Donor","DAC","Non-EU","2018-04-09",NA,2017,NA,NA,NA,15.62,NA,51.348277335648,NA,357,NA,NA,NA,NA,NA,189938.19,NA,357,NA,0,NA,17.12,NA,79.01,NA,93.3,NA,125.848428216972,NA,32.5484282169717,NA,15.51,NA,49.7995831192316,NA,436.01
